key_0,artist_name,track_name,release_date,genre,lyrics,romantic,communication,spiritual,sad,feelings,danceability,valence,energy,topic,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,positive,negative
1034,tim mcgraw,the rest of our life,2017,country,sit dark room warm fireplace know brighten past right hand plan rest life thing give give worryin life fine hair show fine waistline grow fine time take toll stay young rest live make plan children look eye name pick daughter thing give give worry life fine hair show fine waistline grow fine time take toll stay young rest live care cloud brew long young young young fine hair show fine waistline grow fine time take toll stay young rest life stay young rest life stay young rest life,0.0008071033679804582,0.0008071033730510955,0.15188798228153574,0.0008071033580665678,0.0008071033319524112,0.7193863238234538,0.3813702933094561,0.5603279857832909,world/life,0,18,0,1,13,2,9,7,20,1
1035,thomas rhett,life changes,2017,country,wakin college dorm yeah life pretty normal lookin date spring formal wasn worry bout nothin majorin undecided notebook songs writin dream like sittin walmart shelf funny life change nuttin life change stop train know gonna happen plan hear laughin life change wouldn change world world wouldn change world world buy ring say lyric commercial,0.0009445057588306613,0.09881151095428947,0.0009445057574224333,0.0009445057584189928,0.0009445057549724631,0.4982962953099594,0.5955005600834056,0.6223444399680511,world/life,1,5,0,7,1,1,0,1,1,3
1036,dirt rock empire,dirt road dollars,2017,country,lie reflect eye feel know know sleep night breathe right try lose mind go insane game know cause lose mind mind mind goodbyes start tire time know start sleep night breathe right try lose mind go insane game know cause lose mind mind mind oohooh mind mind mind lose mind oohoohoohoohooh oohooh mind mind mind cause lose mind mind mind,0.0009158618881309273,0.2373176763393065,0.0009158618794374221,0.0009158619391530666,0.045455670386680865,0.5618045356966774,0.42216626870914536,0.6691508733853494,night/time,9,3,7,8,0,7,6,0,0,9
1037,brett young,sleep without you,2017,country,babe think like wide awake waitin goodnight kiss sippin ninety proof talkin moon countin hours till think like long night end yellow shootin text sayin comin home soon long crawlin slippin high heel shoe lyin sayin good time girls girl matter late baby stayin sleep tossin turnin night babe smell hair pillow try dreamin eye open tossin turnin night babe long night end yellow shootin text sayin comin home soon long crawlin slippin high heel shoe lyin sayin good time girls girl matter late baby stayin sleep sleep playin song carryin baby think long know comin home long night end yellow shootin text sayin comin home soon long crawlin slippin high heel shoe lyin sayin good time girls girl matter late baby stayin sleep yeah matter late baby stayin sleep sleep sleep think like wide awake waitin goodnight kiss,0.0004533087458904453,0.0004533087417632252,0.0004533086988543039,0.0004533087195550586,0.0222873160778573,0.5369267481793084,0.5698017462088442,0.6217218756757598,night/time,1,15,1,0,10,4,5,4,11,8
1038,logan mize,somebody to thank,2017,country,gotta thank small preacher makin hymn singer sunday mama gotta thank high school teacher believin dreamer steer road gotta thank granddaddy saturday lake hookin reelin gotta thank boys raise kinds hell couldn better best friends gotta thank earnhardt springsteen skywalker fill memory bank gotta thank beam anheuser friday night good time drink gotta thank mama daddy eighteen years gasin chevrolet tank matter everybody somebody thank gotta thank coon lick hand days feel gotta thank brother tour jungle safe home gotta thank door neighbor call number morning house catch gotta thank midwest farmer teenage summer hire gotta thank mellencamp montana fill memory bank gotta thank beam anheuser friday night good time drink gotta thank mama daddy eighteen years gasin chevrolet tank matter everybody somebody thank forget forget gotta thank gotta thank life night fill memory bank gotta thank beam anheuser friday night good time drink gotta thank mama daddy eighteen years gasin chevrolet tank matter everybody somebody thank,0.00047471402920473064,0.0004747140299887258,0.0004747140355636138,0.0004747140413969374,0.06613467988008967,0.5783453792081616,0.4857293013324948,0.6520804941716289,world/life,1,9,2,2,9,2,4,16,12,5
1039,russell dickerson,yours,2017,country,boat stick bottle touch forget shelf wind sail go billion burn galaxy lose wonder shin come life kiss best arm better thank wear shoe wander city street face crowd head look lose sound lonely pocket roulette land lose live spin lose come life kiss best arm better thank worst long go memory heartbeat inside better thank boat stick bottle touch come life kiss best arm better thank worst long go memory heartbeat inside better thank thank thank thank,0.14084183657873134,0.0008508783376712952,0.0008508783483814293,0.054274700351218015,0.0008508783660312691,0.6492659417990184,0.5804813793210225,0.4676652297000592,world/life,5,6,5,5,3,5,7,1,4,7
1040,old dominion,hotel key,2017,country,street couldn pronounce smoke little half ounce tequila cheap flow feel real look little word word disturb checkout suppose noon sleep keep hotel slip purse guess make think night leave hearts sleeves clothe floor know open door keep hotel sit indian style tshirt half drink smile talk someday curtain wide open song phone dance turn wonder miss away stories end keep hotel slip purse guess make think night leave hearts sleeves clothe floor know open door keep hotel yeah leave light leave crowd leave world lock leave picture head leave night forget keep hotel slip purse guess make think night leave hearts sleeves clothe floor know open door keep hotel yeah keep keep hotel slip purse guess make think night leave hearts sleeves clothe floor know open door keep hotel yeah keep keep hotel keep hotel,0.0003121883285364476,0.10913126580104973,0.0003121883264847645,0.2453544147181973,0.0003121883641871972,0.4831117153997722,0.6208059092549261,0.5559625698695254,sadness,0,0,0,0,2,9,18,5,11,15
1041,luke bryan,most people are good,2017,country,believe kid oughta stay kid long turn screen climb tree dirt hand believe gotta forgive amend cause get second friends believe work hard hell believe people good mamas oughta qualify sainthood believe friday nights look better neon stadium light believe ashamed believe world half look believe people good believe streets gold work wanna pave dirt believe youth spend young cause wisdom teens believe nightly news mankind thing lose believe people good mamas oughta qualify sainthood believe friday nights look better neon stadium light believe ashamed believe world half look believe people good believe days slow years fast breath gift believe people good mamas oughta qualify sainthood believe friday nights look better neon stadium light believe ashamed believe world half look believe people good believe people good believe people good,0.0005122157550822924,0.0005122157741988707,0.08950729542081602,0.0005122157620107919,0.0833344652825945,0.526488332676176,0.4942911531698837,0.6808298725242566,world/life,4,13,8,3,12,5,13,10,17,8
1042,chris young,blacked out,2017,country,hurt like hell doin shots tryin deal pain leave get go black like like cash give like mach fastback mustang black like cloud hang heart ban cover eye doubt black goodbye rattle like ghost house drink drown know little black like like cash give like mach fastback mustang black like cloud hang heart ban cover eye doubt black black like label bottle guitar emmylou like coal shaft black like cloud hang heart ban cover eye doubt doubt black black,0.02054493067753657,0.0008456289027395284,0.000845628862853942,0.13689616771922275,0.0008456289138566321,0.6066130048888245,0.6676790609952286,0.4087303923503262,violence,4,3,1,11,3,19,2,11,3,22
1043,chris stapleton,up to no good livin',2017,country,wish come home workin check breath tire turn question gettysburg address reason shouldn trust fact make count time beg past past drink like fish like shit permit people call picasso paint finally grow finally change somebody find hard believe turn probably live good livin give bring flower keep make things worse guilty deserve drink like fish like shit permit people call picasso paint finally grow finally change somebody find hard believe turn probably live good livin cuss like sailor howl moon wake morning idon tknowwho dream know probably live good livin yeah live good livin,0.0008898255199950243,0.0008898255667544539,0.0008898255766555379,0.0008898255616053746,0.12867106977129966,0.5418470687893001,0.4821436644413649,0.6762986245212413,world/life,5,12,7,4,10,4,9,14,14,6
1044,josh thompson,something's gonna get us all,2017,country,care feel care understand feel pity wealth lose time mind change ways mind change ways stupid fuckers walk astound ground things lose wish harm life pray live life discover fate lose time mind change ways mind change ways,0.0016313012208657586,0.001631301309632508,0.001631301227661968,0.07182033741695841,0.055348558109002716,0.4561189192923982,0.5251727447200747,0.7126847216574489,world/life,3,4,3,9,2,4,4,3,2,6
1045,mike ryan,the rewrite,2017,country,write song kind make soft sweet like faithfully meet wonderful tonight hear cause tell goodbye decide song rewrite song screw song hell boyfriend song loud song honky tonk crowd song like drink get plow song go come everybody sing raise glass help tell kiss song wouldn show place say want roll okay cause sill probably happen singin song screw song hell boyfriend song loud song honky tonk crowd song like drink get plow song go come everybody sing raise glass help tell kiss song go baby need come lay naked somebody song,0.051916664777552184,0.1265148025012763,0.0006846831437842068,0.0006846831501013835,0.02638085877064183,0.38438132146729054,0.3854406228860695,0.8272172044337548,music,2,6,2,2,8,4,4,6,8,2
1046,jelly roll,only,2017,country,miss finally take control drug finally take toll bleed world heart lord need wanna live dream right place fuck place right feel right wrong feel right wrong feel right wrong feel right say feel right darkness inside finally take soul angels heaven send home fight demons life lord believe eventually light wanna live dream right place fuck place right feel right wrong feel right wrong feel right wrong feel right say feel right moon disappear light freedom seek inside mind lord catch fall wanna live dream right place fuck place right feel right wrong feel right wrong feel right wrong feel right say feel right,0.0004586540882591578,0.02950280857516185,0.020936056190978467,0.07532482996373448,0.15283931524448965,0.6037079412229333,0.4175848780904742,0.6563664833573041,night/time,2,4,6,3,4,2,4,7,7,15
1047,michael ray,get to you,2017,country,somebody hurt like somebody break heart tell tell tell look suppose away away hell scar walk away try try girl gonna pain little little rain mean babe try try gonna mess somebody world think unthinkable girl somebody gonna break wall somebody gonna watch fall gonna finally away away hell scar walk away try try girl gonna pain little little rain mean babe try try tell tell tell look suppose away away hell scar walk away try try girl gonna pain little little rain mean babe try try somebody hurt like somebody break heart,0.0006566989430980548,0.22109187314818088,0.0006566989457353246,0.4224216065230608,0.0892260240985536,0.5332526977938049,0.22289379840480905,0.6562592010899103,sadness,9,2,9,13,1,12,4,1,1,14
1048,lady antebellum,heart break,2017,country,paint lips turn head need help zip dress cash unattached word sound like song gotta cause need reset deep breath yeah think time heart break late solo saturday night go plus fall pickup line single summer rebound lover tie sleep like queen california think time heart break think time heart break little phase little space put poker face givin rest think time heart break late solo saturday night go plus fall pickup line single summer rebound lover tie sleep like queen california think time heart break think time heart break long overdue think time heart break single summer rebound think time heart break think time heart break late solo saturday night go plus fall pickup line single summer rebound lover tie sleep like queen california think time heart break think time heart break,0.03136115865761172,0.04745077473099496,0.0003786329760539886,0.3081268836348667,0.00037863301671849813,0.378926431599096,0.5383599022202138,0.6844017925733912,sadness,1,17,0,1,4,7,12,5,6,9
1049,big & rich,california,2017,country,drive drive night say leavin crack lyin heart go pack altima gas dash tryin damnin tear hold cause california coast dream hollywoods hill beach backroads sunset boulevard california breakin heart waitress waitin ihop throw universal city glamour shoot pocket hopin somebody think pretty time tomorrow colorado drownin sorrow bottle beam hit flagstaff maybe backtrack wouldn cause california coast dream hollywoods hill beach backroads sunset boulevard california breakin heart time california coast dream hollywoods hill beach backroads sunset boulevard california breakin heart california breakin heart breakin heart,0.0010386499702546804,0.0010386499367090022,0.001038649851863085,0.27377578729612745,0.029531015811643142,0.4478454989709144,0.5849493141577661,0.6176084600557245,sadness,2,7,0,2,5,1,0,1,8,4
1050,chris stapleton,without your love,2017,country,yesterday come go today deal hand heartaches play say mean different things word ring time keep raise stake tonight dream tomorrow feel fade away go tear fill pain fall like rain constant reminders grey wait shine hour darkest time moment crime moment crime live forget free baby come baby come grey wait shine hour darkest time moment crime moment crime time moment crime,0.0015686286663294318,0.0015686286716563847,0.03865842570263973,0.1910662696140261,0.07557838990974701,0.6919272813883379,0.17136038690099714,0.6694433864013493,world/life,5,8,0,1,3,2,1,4,7,11
1051,upchurch,son of the south,2017,country,yeah south blood crimson yeah blue jeans fade greasestained hand yeah scar knuckle yeah come disrespectin homeland homeland yeah yeah shit go thousand shoot round railroad cover grind barb wire fence wrap house fourwheelers dirt bike model high rise snipers spittin beech hilltop rise yeah motherfucker everybody team bikers klan members police everybody figurin news shit purpose clue white live black live blue matter point stand group cause people tryna kill cause fuckin beliefs towelheads subway bomb brief bullshit stand people motherfuckin throats bleed equal yeah south blood crimson blue jeans fade greasestained hand scar knuckle come disrespectin homeland homeland yeah thunder runnin curtain fuck know attitude certain tryna purpose vultures head tellin things darn prove friends fallin face earth cause know somethin unity bustin southern motherfucker real live home flag steel gunpowder kerosene grenades pride tryna harm country ride bury bitch throw smell sweet freedom yeah south blood crimson blue jeans fade greasestained hand scar knuckle come disrespectin homeland homeland yeah homeland homeland homeland yeah homeland yeah homeland homeland yeah homeland yeah homeland yeah south blood crimson blue jeans fade greasestained hand scar knuckle come disrespectin homeland yeah homeland homeland,0.0005713142411736682,0.0005713142374389104,0.05759576865301865,0.0005713142443900963,0.0005713142275739821,0.5636613212717527,0.13327540333685972,0.8131451307122332,violence,11,3,9,12,4,14,2,8,9,19
1052,brad paisley,today,2017,country,sit traffic afternoon bore death wait room gonna close eye picture today brush hair eye keep fall feel like luckiest alive today know tomorrow right world feel right memory like today rest life know like life change quick kiss miss today know tomorrow right world right memory like today rest life season change time go hair grey know sure gonna beautiful today bring tomorrow today bring tomorrow today bring tomorrow right world right bring tomorrow memory like today rest life,0.0009378707650491672,0.0009378707529684008,0.0009378706903612543,0.08786871044935361,0.06467404935018431,0.40746209811190304,0.3552082764653534,0.8342034746947674,world/life,1,11,1,3,3,2,2,1,6,4
1053,jameson rodgers,missing one,2018,country,eagle record center console stack split desperado ask miss reason quit yeah check jacket pocket buy brand pack miss yeah miss hate hurt like hell wanna want somebody girls help tonight cause miss race like kentucky crazy arm skip beat send thunder vein heart miss yeah miss hate hurt like hell wanna want somebody girls help tonight cause miss yeah yeah miss miss miss yeah miss miss miss miss miss miss hate hurt like hell wanna want somebody girls help tonight cause miss miss yeah miss miss miss,0.0006637016048243028,0.0006637015418771784,0.0006637015332634133,0.06960709476820473,0.32676798086618586,0.5743374160483042,0.2940192091669401,0.6870701963461143,feelings,10,0,6,10,0,11,0,2,3,13
1054,pistol annies,best years of my life,2018,country,pick good recreational percocet itch high middle worst best years life hanker intellectual emptiness need ease mind watch rerun best years life look forward stay forever cause ask think better settle tencent break gonna drink drown worthlessness tell alright go best years life yeah look forward stay forever cause ask think better settle tencent break pick good recreational percocet itch high middle worst best years life best years life best years life,0.0015088043458708529,0.2488017948653279,0.001508804362769225,0.130429669710938,0.057825016215183274,0.6490672672165319,0.2455034879766011,0.6604371299895455,world/life,0,5,0,2,4,2,4,2,10,1
1055,kelsea ballerini,unapologetically,2018,country,gonna fell fast gonna gonna late away yeah gonna kind hold hand gonna understand surface look pretty face wrong right sight matter take break second start fall faze crazy care careless wreck reckless fall apart halfhearted yeah maybe true know know maybe shin matter take break second start fall faze crazy life party keep eye starry sorry sorry yeah matter take break second start fall faze crazy gonna fell fast yeah gonna gonna,0.0006958271154427773,0.1864301108532874,0.0006958270262520227,0.2823020580511811,0.0006958270159832379,0.4423776954815581,0.44401923568339147,0.7019236440988436,sadness,5,5,1,5,3,11,4,2,3,13
1056,upchurch,spotlight,2018,country,whoaoh walk line black leather silver chain blind fame time stage head bang beer spray stage dive hand wave light blow glass suffocate fame glass yeah quiet everlasting motion breathe spotlight need help hand tryna pull frigid killin snow hearts cold touch aflame tell higher want piece glass break clearness tempt oxygen inside know livin glass suffocate fame glass yeah quiet everlasting motion breathe spotlight need help glass suffocate fame glass yeah quiet everlasting motion everlasting motion glass break clearness tempt oxygen inside know livin glass suffocate fame glass yeah quiet everlasting motion breathe spotlight need help,0.000992358820694316,0.0009923588562718213,0.0009923589251446226,0.0009923588613345408,0.0009923587608885323,0.457392155109217,0.4224846732413984,0.7824922960900446,violence,1,6,1,1,1,6,3,0,18,5
1057,lauren alaina,wings of an angel,2018,country,halo grow heavy hang head hold heart steady time lose bring cause break train track wing weary heart sleep close eye think twice cause soul free wing heaven come pearly open wide eternity years grow longer shelve dust stronger memories wall color fade away relive till die wing weary heart sleep close eye think twice cause soul free wing heaven come pearly open wide eternity yeah pearly open wide eternity nights grow colder stay right weight shoulder world disappear wing weary heart sleep close eye think twice cause soul free wing heaven come pearly open wide eternity say pearly open wide eternity,0.0005927989318135994,0.08913479122798634,0.04769819469853314,0.28872601096548445,0.0005927988984111343,0.5531302948029632,0.5157825670941126,0.5783006825511188,sadness,1,6,2,4,4,6,4,6,5,8
1058,carrie underwood,that song that we used to make love to,2018,country,wanna hear stupid play repeat cause take place lay body drink like wine wanna feel bass rattle bone cause know leave haunt baby wrong delete phone song song kill heal get thrill know shouldn wanna play song yeah know contradict say wanna turn lyin pull sheet head drift dreamin baby breath song song kill heal get thrill know shouldn wanna play song song song song song yeah repeat repeat repeat repeat song song break make wanna hear song song kill heal get thrill know shouldn wanna play song song song song song yeah song song song song song song song song song song yeah,0.03564431605043055,0.09116587884270252,0.0005504928882320942,0.07107349104076326,0.000550492927880695,0.5607920990145255,0.3341973972507607,0.7477904381631456,music,1,3,0,7,8,4,5,3,9,8
1059,upchurch,river rat,2018,country,church creek squad haha land meet park circle pull single like need shotgun seat look sketch bring friends babe grip hand pupupull parkin scar shit know bitch hell mama raise bitch raise hellion know raise crazy motherfucker right creek squad river river river shotgun tint glass license expire identify tat creeker grave lock weld shut bury ghost ranch middle finger point roosters white church corner jaybirds close decade prolly blblack mark pavement street light buzzin barely work hill eye part best sure passin go horse load piss daddy crazy motherfuckin thief white crackhead shit lock gate load gun clean plate pitch black come missin acres pupupull parkin scar shit bitch hell mama raise bitch raise hellion know raise crazy motherfucker right river river river shotgun tint glass license expire identify tat creeker grave lock weld shut bury ghost ranch middle finger point,0.0005066358728664943,0.0005066359004534446,0.0005066358834416943,0.0005066358690883882,0.0005066358722359179,0.7130764956790817,0.3654657214708089,0.5982937692641375,violence,16,4,12,17,5,19,1,8,7,21
1060,uncle kracker,floatin',2018,country,rumour go deep cause girl leave bust drive coast weekend mean give floatin ocean hold pattern little breather jump need break break poor heart shatter think hang disasters face south daytona hard look lonely koozie wrap corona sand floatin ocean hold pattern little breather jump need break break poor heart shatter think hang disasters rumor go deep cause girl leave bust drive coast weekend months floatin ocean hold pattern little breather jump need break break poor heart shatter think hang floatin ocean hold pattern little breather jump need break break poor heart shatter think hang disasters,0.04606286649196848,0.03346755082202685,0.0006090678344060205,0.2779599956566719,0.0006090678669182008,0.4792403963202899,0.4893084194714697,0.6711196222946185,sadness,5,0,1,5,4,8,14,0,6,8
1061,kelsea ballerini,graveyard,2018,country,wanna skeleton closet throw cause know okay stone road forget cause fall fast dash date wanna heart graveyard cold hard dirt throw wanna watch drive away black hopeless break girl little black dress break heart rest peace right maybe naive believe hurt know hide darkest suit shade know hand shoe dirty guess need shovel grave wanna heart graveyard cold hard dirt throw wanna watch drive away black hopeless break girl little black dress break heart rest peace right yeah gonna night cause ghost break heart stay feet yeah gonna night cause ghost break heart stay feet wanna heart graveyard cold hard dirt throw wanna watch drive away black hopeless break girl little black dress break heart rest peace right hopeless break girl break heart rest peace right wanna heart wanna heart graveyard babe graveyard,0.0004217950290219574,0.00042179505301350096,0.03489518425344566,0.33820070055796503,0.0004217950221841208,0.4919339641151486,0.3755761273710598,0.7080576431504562,sadness,2,7,4,12,4,13,11,4,8,23
1062,morgan evans,things that we drink to,2018,country,gonna raise tall glass tonight look life live yeah things drink roads choose friends turn miss hearts break word ones line cross ones tear cry dream dream star burn star reach picture stories tell moments gonna raise tall glass tonight look life live yeah things drink shed little light memory kinda make feel like little lose yeah things drink hurt heal songs sing know tomorrow bring battle fight war pain things drink things drink gonna raise tall glass tonight look life live yeah things drink wonder time go change thing tryna miss yeah things drink things drink things drink tryna miss yeah things drink,0.0006571080567013027,0.0006571081039201421,0.0006571080674217537,0.09784327317995392,0.055143546076595794,0.6670734146602473,0.33040359573385475,0.658202940760764,world/life,5,5,1,7,4,6,2,5,5,9
1063,thomas rhett,cardboard heart,2018,country,carve initial live tree hand hand brand concrete change like weather cold girl oughta wear sweater know forever temporary wish cardboard heart wouldn hurt apart movin wouldn dang hard cardboard heart fold fold yeah fold fold prescription breakup drama kind physician trauma plane hawaii class brand know play like ukulele wish cardboard heart wouldn hurt apart movin wouldn dang hard cardboard heart fold fold yeah fold fold oughta head grab stick chest know real feel pain sing feel wish cardboard heart wouldn hurt apart movin wouldn dang hard cardboard heart fold fold yeah fold fold fold fold yeah fold fold,0.0006729377211812567,0.12617702420781474,0.0006729377043994391,0.2721380111759265,0.02165789843029089,0.4825845684231198,0.5994260212148864,0.5633390369847329,sadness,5,2,1,5,3,6,1,6,5,8
1064,carrie underwood,the bullet,2018,country,line limousines leave prayers pray hymn sing black mascara tear flowin blame hate blame gun mama suppose bury sons leave hole heart bullet keep goin branch family tree birthday live good life steal raise daughter wed wishin hand holdin till heart leave break break bullet keep goin grass grow stone friends stop checkin phone camera crew move wind open bullet keep goin branch family tree birthday live good life steal raise daughter wed wishin hand holdin till heart leave break break bullet keep goin yeah whoa line limousines leave prayers pray hymn sing mama suppose bury sons bullet keep goin raise daughter wed wishin hand holdin till heart leave break break bullet keep goin bullet keep goin,0.0007502705804922844,0.0007502705686918253,0.0007502705777175047,0.3890085559931474,0.017573071277511742,0.4568391825977074,0.15992081338274586,0.7836358443197015,sadness,9,13,5,6,16,16,20,12,16,14
1065,demun jones,feeling good,2018,country,feelin good catch south like black outrunnin sunrise feelin good devil alright feelin good oohooh oohahh good oohooh oohahh feelin good oohooh oohahh good oohooh oohahh demundemun jonesjones county zone go wind blow money headphones micro nomad runnin roads rockin show vocal recital makin sure hear rattlin rear view breakin speakers flippin fuse takin refuse money hustle turn little things want ourself daydream bring livin room right like livin dream wouldn know see look window clean feelin good catch south like black outrunnin sunrise feelin good devil alright feelin good oohooh oohahh good oohooh oohahh feelin good oohooh oohahh good oohooh oohahh livin slow crawl creepin drivin speedin mean rush racin button buckle flow field coyotes honeysuckles trouble stay livin present tense watchin news read nothin bout president obey long everybody watchin stop drop load dress chop gotta tookie puttin food table feelin good willin able able stay grizzly busy grateful stock lead animals hatefuls feelin good catch south like black outrunnin sunrise feelin good devil alright feelin good oohooh oohahh good oohooh oohahh feelin good oohooh oohahh good oohooh oohahh feelin good,0.00042009297393282117,0.00042009300175767535,0.0004200930284092229,0.0004200929760518796,0.2685990501473919,0.5930046903426416,0.5332171914702138,0.5402580016063306,feelings,6,27,4,5,25,6,26,30,30,12
1066,riley green,that's how ya left me,2018,country,bare foot run driver door stain concrete back street think real hard chase watch taillights fade know boot feel damn heavy leave leave leave like leave small road fade like favorite song radio leave like leave warm drink right like seat light come barely breathe watch leave lonely leave funny start right mornings scream cuss beat dash beat piece junk hop hear midnight train hold dogwood maybe time think turn leave like leave small road fade like favorite song radio leave like leave warm drink right like seat light come barely breathe watch leave lonely yeah leave decide wanna come cause know leave look pretty leave leave leave like leave small road fade like favorite song radio leave like leave warm drink right like seat light come barely breathe watch leave lonely leave yeah leave,0.00038769968152235063,0.00038769969313649056,0.0003876996645781584,0.3348294598261097,0.0003876996948965273,0.4260155840468293,0.4522740299372073,0.7084119956508177,sadness,5,7,6,8,4,27,25,5,8,39
1067,eric ethridge,if you met me first,2018,country,strangest creature fail prey like vulture hand follow follow follow life steal light sweet taste talk wanna face crowd friend failure trust gods couldn felt lose steal light sweet taste talk wanna face crowd steal light sweet taste talk wanna face crowd,0.2062410477983245,0.22105954122107285,0.0020696401026544507,0.0020696402149616238,0.002069640113738491,0.391276746529112,0.3304539572452136,0.8039198647712192,violence,4,3,4,8,4,5,4,5,7,8
1068,russell dickerson,man in the mirror,2018,country,gonna change life gonna feel real good gonna difference gonna right yeah turn collar favorite winter coat wind blow mind kid street blind pretend need summer disregard break bottle soul follow wind know cause want know start mirror yeah ask change ways message clearer wanna world better place look change yeah yeah yeah victim selfish kinda time realize home nickel loan pretend deeply scar somebody break heart wash dream follow pattern wind place start start mirror yeah ask change ways message clearer wanna world better place look change cause start mirror ask change ways yeah message clearer wanna world better place look change start mirror ask change ways yeah message clearer wanna world better place look change gotta right time close mind mirror ask change ways yeah message clearer want world better place look gotta change mirror yeah change change change yeah gonna gonna gonna feel real good know change gonna feel real good know change yeah gonna change,0.00035853552776979965,0.15593701693921186,0.0003585355523324659,0.056550796670983776,0.06508528073457462,0.7557153702132288,0.3147865026496456,0.545942341509888,world/life,3,10,2,19,4,2,5,7,7,7
1069,ashley monroe,hands on you,2018,country,wish lay hand show thing wish push wall lock door bathroom stall windows screen wish lay hand kind gonna bring knees wish cause wouldn wishin wish lay hand wish half drink tangle make instead head head regret wish lay hand high motel room little secret soul see know forbid company wish lay hand draw picture skin place wish lay hand wish half drink tangle make instead head head regret wish lay hand show thing wish push wall lock door bathroom stall windows screen wish lay hand kind bring knees wish cause wouldn wish wish lay hand,0.0007716301381623318,0.13852205289396086,0.0007716301004361902,0.3433305176982483,0.0007716300965616322,0.6936356129820834,0.3553774824283216,0.5054804562254461,violence,0,0,2,0,2,3,0,5,2,3
1070,lewis brice,blessed,2018,country,know familiar dream reflection asleep long time awake night look life apologies people things right guess realize past reason right matter fact apologize bitch piss cause constantly change think incarceration amaze zone roll stone come home gotta motherfucker know surrender surrender bring hell believe believe feel insincere like save life believe believe mind kill daddy jail smarter think plan listen attention post opinion get bigger trigger haha figure kicker trigger get richer offend bitter little twitter bitch mention look attention cause starve wanna music scene news like second come respawn like reset button hat trump radke rap act ratchet release kraken delete asses rapture motherfucking morning surrender surrender bring hell believe believe feel insincere like save life believe believe mind kill need miracle fall fast sink deep need watch sickness fuck have dream turn fuck music fuck daughter daughter year asleep long time fuck believe believe feel insincere save life believe believe mind cause try kill fall fast sink deep need watch sickness save life believe believe mind kill,0.0003612761422671025,0.031367605143681164,0.0003612761498223905,0.0003612761800041547,0.025540252373755085,0.4545301465630107,0.5607659433712243,0.6908742866218414,world/life,7,9,8,19,10,21,4,9,15,20
1071,kacey musgraves,"oh, what a world",2018,country,world wanna leave kinds magic hard believe world wanna leave kinds magic hard believe northern light sky plant grow open mind things swim neon glow know real things real things world wanna leave kinds magic hard believe thank good true world know life billion time wish know matter cause right know feel real things yeah real things world wanna leave kinds magic hard believe thank good true world real things real things world kinds magic tell good true world world wanna leave kinds magic hard believe world wanna leave kinds magic hard believe world wanna leave kinds magic hard believe world wanna leave kinds magic hard believe,0.0007142655368779138,0.25126701599214474,0.0007142655311653644,0.0007142655805125935,0.13174788820708416,0.6162089309494185,0.2476463986347097,0.6917106799544043,world/life,0,7,0,1,6,8,11,11,13,8
1072,keith urban,parallel line,2018,country,say know mean freeze feet people carelessly couldn believe dive deep say perfectly feelin time break chain hold come little heart tonight literally mind misplace little heart tonight baby baby maybe time hearts parallel line type line change mind open eye light pick night right soul body time close space come little heart tonight literally mind misplace little heart tonight baby baby maybe time hearts parallel line baby time time little heart tonight literally mind misplace little heart tonight baby baby little heart tonight literally mind misplace little heart tonight baby baby maybe time hearts parallel line hearts parallel line hearts parallel line,0.0006401651481847593,0.0006401651677297637,0.02872023177045189,0.29020661901544337,0.0006401651486474366,0.6410129907027101,0.4987813652430418,0.5052460119279072,night/time,4,7,4,1,9,0,1,0,10,4
1073,kelsea ballerini,legends,2018,country,golden magic yeah know name middle madness neon grey crowd yeah write story blood sweat heartbeats fame go history yeah legends love baby heaven wonder question close eye take world remember crazy tragic epic amaze wear crown give stay lose forever remember legends like write permanent marker brightest fade come whichever hell high water write story blood sweat heartbeats fame legends love baby heaven wonder question close eye take world remember crazy tragic epic amaze wear crown give stay lose forever remember legends woah legends love baby heaven wonder question close eye take world remember baby crazy tragic epic amaze wear crown give stay lose forever remember legends yeah legends yeah write story,0.061732684343986766,0.0006787595074811192,0.0006787594724722107,0.0006787595042074487,0.0006787594966466722,0.5902019715563093,0.23582498614356634,0.7695683475217185,world/life,8,0,4,10,7,7,6,3,15,15
1074,brett young,chapters,2018,country,chapter raise dodgers want like father little league coachin hangin word sundays lead teach know roll hangin word sound nice wish know perfect life hold time hold tight hopin turn lesson learn tryna right chapters life phase overwhelm attention everybody expectin perfection throw ball best thing hear things change blink eyelid guess body know say play worst thing hear sound rough wish know perfect life hold time hold tight hopin turn lesson learn tryna right chapters life chapters life truth stories gotta fail take time tryna right future past right hear laughin guess hear plan odes think joke give wish know perfect life hold time hold time hold tight hold tight hopin turn turn lesson learn tryna right chapters life chapters chapters life chapters life chapters yeah chapters life life chapters life mmmmmm,0.10663130409184812,0.19510500851382445,0.01095197769949152,0.0004919220253180313,0.0004919220029056579,0.5284452254454358,0.5906163369539734,0.5677687531710595,world/life,0,13,0,1,5,0,4,12,17,2
